Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
2016/12/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,EL AMPARO E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/9,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,EL AMPARO E-8,URBANA,BARES,,,,,,,,,,,,
2016/9/28,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,EL AMPARO E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/29,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,EL AMPARO E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/11/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,EL AMPARO E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,EL AMPARO E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,EDUARDO SANTOS E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/22,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,EDUARDO SANTOS E-14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/12,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,ECHEVERRY E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/10,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,DUITAMA DESARROLLO E-5,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,28,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/10,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,DUITAMA DESARROLLO E-5,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,DOCE DE OCTUBRE E-12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,DOCE DE OCTUBRE E-12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/11,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,DIVINO ROSTRO E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,DINDALITO E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,DINDALITO E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/29,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,DIANA TURBAY E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/7,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,DIANA TURBAY E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/14,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,DIANA TURBAY E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,DIANA TURBAY E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,DIANA TURBAY E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/1,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,DIANA TURBAY E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,DIANA TURBAY E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/30,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,DIAMANTE SUR E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,DANUBIO AZUL E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/14,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,DANUBIO AZUL E-5,URBANA,ESTABLECIMIENTOS REVISADOS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/11,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,DANUBIO AZUL E-5,URBANA,CANCHAS DE TEJO,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/11,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,DANUBIO AZUL E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/31,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,DANUBIO AZUL E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/14,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,CORABASTOS E-8,URBANA,PLAZAS DE MERCADO,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,CONJUNTO RESIDENCIAL MANUEL MEJIA E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,CONJUNTO RESIDENCIAL MANUEL MEJIA E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/16,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,COMPOSTELA I E-5,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,52,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/16,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,COMPARTIR E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,ANALFABETA,11001000,1
2016/11/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,COMPARTIR E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/28,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,COMPARTIR E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,COMPARTIR E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,59,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,COMPARTIR E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,COMPARTIR E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,COLOMBIA E-12,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/10/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,COLMENA I E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,COLMENA I E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/12,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,COFRADIA E-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,COFRADIA E-9,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,CLASS E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,CLASS E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/6/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,CLASS E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/7,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,CLARETIANO E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,BICICLETA,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/2/7,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,CLARET E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,CLARET E-18,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,CLARET E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/23,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,CIUDADELA EL PORVENIR E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/14,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,CIUDADELA EL PORVENIR E-7,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/31,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,CIUDADELA COLSUBSIDIO E-10,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,70,MASCULINO,CASADO,COLOMBIA,PENSIONADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,CIUDAD SANTA ROSA E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/13,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,CIUDAD SANTA ROSA E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/11,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,CIUDAD SANTA ROSA E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/23,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,CIUDAD SALITRE II E-13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,37,MASCULINO,SOLTERO,COLOMBIA,DELINCUENCIA,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/22,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,CIUDAD KENNEDY SUR   E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,49,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,CIUDAD KENNEDY SUR   E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,58,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/16,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/14,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/3/29,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,CIUDAD JARDIN SUR E-15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/28,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,CIUDAD JARDIN SUR E-15,URBANA,RIOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,53,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/5/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,CIUDAD JARDIN SUR E-15,URBANA,COLEGIOS,,,,,,,,,,,,
2016/1/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,CIUDAD JARDIN SUR E-15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,11001000,1
2016/4/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,CIUDAD GRANADA E-8,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,37,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,CIUDAD GALÁN E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/13,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,CIUDAD DE LONDRES E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/29,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,CIUDAD DE CALI E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,CHUNIZA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/22,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,CHUCUA EL BURRO E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/8,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,CHICO SUR E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,CHICO NORTE I E-2,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,CHICALA E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,56,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,11001000,1
2016/2/21,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,CHARLES DE GAULLE E-7,URBANA,VIAS PUBLICAS,CUERDA/SOGA/CADENA,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/12,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,CHAPINERO SUR OCC. E-13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,CHAPINERITO E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,CHAPARRAL E-1,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,65,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/7,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,CERVANTES E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,CERROS NORTE E-1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/31,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,CERROS DE SUBA E-11,URBANA,CONJUNTO RESIDENCIAL,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,CERROS DE ORIENTE E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/8,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,CENTRO USME E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
